	Unnamed: 0	index	genome	identifier	file	clip	scale	sum_stat	description	track_type
270	365	365	1	ENCFF826OQW	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFJ/summary/ENCFF826OQW.w5	32	2	mean	CHIP:CTCF:C57BL/6 bone marrow macrophage male adult (8 weeks)	TF ChIP-seq
271	366	366	1	ENCFF575UNY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFK/summary/ENCFF575UNY.w5	32	2	mean	CHIP:POLR2A:C57BL/6 bone marrow macrophage male adult (8 weeks)	TF ChIP-seq
272	396	396	1	ENCFF460EAQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHD/summary/ENCFF460EAQ.w5	32	2	mean	CHIP:FLI1:CD-1 megakaryocyte embryo (14.5 days)	TF ChIP-seq
273	417	417	1	ENCFF398WUM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHZ/summary/ENCFF398WUM.w5	32	2	mean	CHIP:POLR2AphosphoS5:DBA/2 MEL cell line	TF ChIP-seq
274	418	418	1	ENCFF302RFZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIA/summary/ENCFF302RFZ.w5	32	2	mean	CHIP:TAL1:DBA/2 MEL cell line	TF ChIP-seq
275	419	419	1	ENCFF860JAB	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIC/summary/ENCFF860JAB.w5	32	2	mean	CHIP:GATA1:129 G1E	TF ChIP-seq
276	420	420	1	ENCFF367IMF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DID/summary/ENCFF367IMF.w5	32	2	mean	CHIP:GATA2:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours	TF ChIP-seq
277	421	421	1	ENCFF630HUU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIE/summary/ENCFF630HUU.w5	32	2	mean	CHIP:GATA2:129 G1E	TF ChIP-seq
278	422	422	1	ENCFF754BDS	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIF/summary/ENCFF754BDS.w5	32	2	mean	CHIP:POLR2AphosphoS5:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours	TF ChIP-seq
279	423	423	1	ENCFF561RBC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIG/summary/ENCFF561RBC.w5	32	2	mean	CHIP:POLR2AphosphoS5:129 G1E	TF ChIP-seq
280	424	424	1	ENCFF636WAD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIH/summary/ENCFF636WAD.w5	32	2	mean	CHIP:PAX5:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
281	425	425	1	ENCFF779AOL	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIL/summary/ENCFF779AOL.w5	32	2	mean	CHIP:GATA1:CD-1 erythroblast embryo (14.5 days)	TF ChIP-seq
282	426	426	1	ENCFF653ZIY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIM/summary/ENCFF653ZIY.w5	32	2	mean	CHIP:TAL1:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours	TF ChIP-seq
283	427	427	1	ENCFF263FFV	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIN/summary/ENCFF263FFV.w5	32	2	mean	CHIP:TAL1:129 G1E	TF ChIP-seq
284	428	428	1	ENCFF498RZJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIP/summary/ENCFF498RZJ.w5	32	2	mean	CHIP:CTCF:DBA/2 MEL cell line	TF ChIP-seq
285	429	429	1	ENCFF279GQJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIQ/summary/ENCFF279GQJ.w5	32	2	mean	CHIP:GATA1:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours	TF ChIP-seq
286	430	430	1	ENCFF816XFR	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIR/summary/ENCFF816XFR.w5	32	2	mean	CHIP:CTCF:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours	TF ChIP-seq
287	431	431	1	ENCFF938UFC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIS/summary/ENCFF938UFC.w5	32	2	mean	CHIP:CTCF:129 G1E	TF ChIP-seq
288	432	432	1	ENCFF844EOO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIU/summary/ENCFF844EOO.w5	32	2	mean	CHIP:CTCF:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
289	438	438	1	ENCFF365FLT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQO/summary/ENCFF365FLT.w5	32	2	mean	CHIP:ZNF384:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
290	439	439	1	ENCFF133UFU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQP/summary/ENCFF133UFU.w5	32	2	mean	CHIP:ZMIZ1:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
291	440	440	1	ENCFF429LKF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQQ/summary/ENCFF429LKF.w5	32	2	mean	CHIP:ZC3H11A:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
292	441	441	1	ENCFF781WYP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQR/summary/ENCFF781WYP.w5	32	2	mean	CHIP:HCFC1:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
293	442	442	1	ENCFF985RMX	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQS/summary/ENCFF985RMX.w5	32	2	mean	CHIP:GABPA:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
294	443	443	1	ENCFF283POK	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQT/summary/ENCFF283POK.w5	32	2	mean	CHIP:MAZ:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
295	444	444	1	ENCFF835AUM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQU/summary/ENCFF835AUM.w5	32	2	mean	CHIP:KAT2A:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
296	446	446	1	ENCFF411YYG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQW/summary/ENCFF411YYG.w5	32	2	mean	CHIP:ZKSCAN1:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
297	447	447	1	ENCFF950EEV	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQX/summary/ENCFF950EEV.w5	32	2	mean	CHIP:UBTF:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
298	448	448	1	ENCFF659WQU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQY/summary/ENCFF659WQU.w5	32	2	mean	CHIP:SIN3A:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
299	449	449	1	ENCFF210EXT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQZ/summary/ENCFF210EXT.w5	32	2	mean	CHIP:RCOR1:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
300	450	450	1	ENCFF165JVA	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERA/summary/ENCFF165JVA.w5	32	2	mean	CHIP:ETS1:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
301	451	451	1	ENCFF727IMP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERB/summary/ENCFF727IMP.w5	32	2	mean	CHIP:MAFK:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
302	452	452	1	ENCFF668KLU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERC/summary/ENCFF668KLU.w5	32	2	mean	CHIP:BHLHE40:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
303	453	453	1	ENCFF775LKP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERD/summary/ENCFF775LKP.w5	32	2	mean	CHIP:NELFE:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
304	454	454	1	ENCFF724BKJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERE/summary/ENCFF724BKJ.w5	32	2	mean	CHIP:MXI1:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
305	455	455	1	ENCFF174LRE	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERF/summary/ENCFF174LRE.w5	32	2	mean	CHIP:CHD2:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
306	456	456	1	ENCFF216JRQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERG/summary/ENCFF216JRQ.w5	32	2	mean	CHIP:SMC3:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
307	457	457	1	ENCFF630JDA	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERH/summary/ENCFF630JDA.w5	32	2	mean	CHIP:POLR2AphosphoS2:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
308	459	459	1	ENCFF495UJH	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERJ/summary/ENCFF495UJH.w5	32	2	mean	CHIP:USF2:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
309	461	461	1	ENCFF291HYO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERL/summary/ENCFF291HYO.w5	32	2	mean	CHIP:MAX:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
310	462	462	1	ENCFF025UEN	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERM/summary/ENCFF025UEN.w5	32	2	mean	CHIP:CTCF:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
311	463	463	1	ENCFF562UOS	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERN/summary/ENCFF562UOS.w5	32	2	mean	CHIP:MYC:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
312	464	464	1	ENCFF944MUS	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERO/summary/ENCFF944MUS.w5	32	2	mean	CHIP:JUN:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
313	465	465	1	ENCFF111ZPI	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERP/summary/ENCFF111ZPI.w5	32	2	mean	CHIP:TBP:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
314	466	466	1	ENCFF847BNC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERQ/summary/ENCFF847BNC.w5	32	2	mean	CHIP:POLR2A:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
315	467	467	1	ENCFF544VSI	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERR/summary/ENCFF544VSI.w5	32	2	mean	CHIP:JUND:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
316	468	468	1	ENCFF162FEM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERU/summary/ENCFF162FEM.w5	32	2	mean	CHIP:E2F4:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
317	469	469	1	ENCFF643WMY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERV/summary/ENCFF643WMY.w5	32	2	mean	CHIP:ZNF384:129 ES-E14	TF ChIP-seq
318	470	470	1	ENCFF550KLM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERW/summary/ENCFF550KLM.w5	32	2	mean	CHIP:ZC3H11A:129 ES-E14	TF ChIP-seq
319	471	471	1	ENCFF122FYP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERX/summary/ENCFF122FYP.w5	32	2	mean	CHIP:HCFC1:129 ES-E14	TF ChIP-seq
320	472	472	1	ENCFF807HIG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ESD/summary/ENCFF807HIG.w5	32	2	mean	CHIP:ZNF384:DBA/2 MEL cell line	TF ChIP-seq
321	473	473	1	ENCFF689AFL	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ESE/summary/ENCFF689AFL.w5	32	2	mean	CHIP:ZMIZ1:DBA/2 MEL cell line	TF ChIP-seq
322	474	474	1	ENCFF417EAD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ESF/summary/ENCFF417EAD.w5	32	2	mean	CHIP:ZC3H11A:DBA/2 MEL cell line	TF ChIP-seq
323	475	475	1	ENCFF707FPY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ESG/summary/ENCFF707FPY.w5	32	2	mean	CHIP:HCFC1:DBA/2 MEL cell line	TF ChIP-seq
324	476	476	1	ENCFF252OTG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ESH/summary/ENCFF252OTG.w5	32	2	mean	CHIP:BHLHE40:DBA/2 MEL cell line	TF ChIP-seq
325	477	477	1	ENCFF525ZGM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ESI/summary/ENCFF525ZGM.w5	32	2	mean	CHIP:RCOR1:DBA/2 MEL cell line	TF ChIP-seq
326	478	478	1	ENCFF790OHZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ESJ/summary/ENCFF790OHZ.w5	32	2	mean	CHIP:UBTF:DBA/2 MEL cell line	TF ChIP-seq
327	479	479	1	ENCFF104SUM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ESK/summary/ENCFF104SUM.w5	32	2	mean	CHIP:GABPA:DBA/2 MEL cell line	TF ChIP-seq
328	480	480	1	ENCFF591TEI	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ESL/summary/ENCFF591TEI.w5	32	2	mean	CHIP:MAZ:DBA/2 MEL cell line	TF ChIP-seq
329	481	481	1	ENCFF013LGH	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ESM/summary/ENCFF013LGH.w5	32	2	mean	CHIP:KAT2A:DBA/2 MEL cell line	TF ChIP-seq
330	483	483	1	ENCFF585YOH	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ESX/summary/ENCFF585YOH.w5	32	2	mean	CHIP:ZKSCAN1:DBA/2 MEL cell line	TF ChIP-seq
331	484	484	1	ENCFF369XQN	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ESY/summary/ENCFF369XQN.w5	32	2	mean	CHIP:MAFK:DBA/2 MEL cell line treated with 2% dimethyl sulfoxide for 5 days	TF ChIP-seq
332	485	485	1	ENCFF283VEC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETA/summary/ENCFF283VEC.w5	32	2	mean	CHIP:GATA1:DBA/2 MEL cell line treated with 2% dimethyl sulfoxide for 5 days	TF ChIP-seq
333	486	486	1	ENCFF760BIB	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETB/summary/ENCFF760BIB.w5	32	2	mean	CHIP:ETS1:DBA/2 MEL cell line	TF ChIP-seq
334	487	487	1	ENCFF297ZST	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETC/summary/ENCFF297ZST.w5	32	2	mean	CHIP:SIN3A:DBA/2 MEL cell line	TF ChIP-seq
335	488	488	1	ENCFF056UBA	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETE/summary/ENCFF056UBA.w5	32	2	mean	CHIP:CTCF:DBA/2 MEL cell line treated with 2% dimethyl sulfoxide for 5 days	TF ChIP-seq
336	489	489	1	ENCFF141IPU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETF/summary/ENCFF141IPU.w5	32	2	mean	CHIP:USF2:DBA/2 MEL cell line	TF ChIP-seq
337	490	490	1	ENCFF128VVT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETG/summary/ENCFF128VVT.w5	32	2	mean	CHIP:POLR2A:DBA/2 MEL cell line treated with 2% dimethyl sulfoxide for 5 days	TF ChIP-seq
338	491	491	1	ENCFF516ABO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETK/summary/ENCFF516ABO.w5	32	2	mean	CHIP:MAFK:DBA/2 MEL cell line	TF ChIP-seq
339	492	492	1	ENCFF034BBD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETL/summary/ENCFF034BBD.w5	32	2	mean	CHIP:SMC3:DBA/2 MEL cell line	TF ChIP-seq
340	493	493	1	ENCFF587NFU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETM/summary/ENCFF587NFU.w5	32	2	mean	CHIP:POLR2AphosphoS2:DBA/2 MEL cell line	TF ChIP-seq
341	494	494	1	ENCFF780AWC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETN/summary/ENCFF780AWC.w5	32	2	mean	CHIP:MXI1:DBA/2 MEL cell line	TF ChIP-seq
342	497	497	1	ENCFF515BPN	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETQ/summary/ENCFF515BPN.w5	32	2	mean	CHIP:CTCF:DBA/2 MEL cell line	TF ChIP-seq
343	498	498	1	ENCFF428NKW	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETR/summary/ENCFF428NKW.w5	32	2	mean	CHIP:MYB:DBA/2 MEL cell line	TF ChIP-seq
344	499	499	1	ENCFF198FKD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETS/summary/ENCFF198FKD.w5	32	2	mean	CHIP:RAD21:DBA/2 MEL cell line	TF ChIP-seq
345	500	500	1	ENCFF527GUY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETT/summary/ENCFF527GUY.w5	32	2	mean	CHIP:RAD21:DBA/2 MEL cell line treated with 2% dimethyl sulfoxide for 5 days	TF ChIP-seq
346	501	501	1	ENCFF060EGQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETU/summary/ENCFF060EGQ.w5	32	2	mean	CHIP:NELFE:DBA/2 MEL cell line	TF ChIP-seq
347	503	503	1	ENCFF465SVV	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETW/summary/ENCFF465SVV.w5	32	2	mean	CHIP:USF2:DBA/2 MEL cell line	TF ChIP-seq
348	504	504	1	ENCFF368ANL	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETX/summary/ENCFF368ANL.w5	32	2	mean	CHIP:MAX:DBA/2 MEL cell line	TF ChIP-seq
349	505	505	1	ENCFF240ORP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETY/summary/ENCFF240ORP.w5	32	2	mean	CHIP:E2F4:DBA/2 MEL cell line	TF ChIP-seq
350	506	506	1	ENCFF673UJE	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ETZ/summary/ENCFF673UJE.w5	32	2	mean	CHIP:JUND:DBA/2 MEL cell line	TF ChIP-seq
351	507	507	1	ENCFF998KIS	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EUA/summary/ENCFF998KIS.w5	32	2	mean	CHIP:MYC:DBA/2 MEL cell line	TF ChIP-seq
352	508	508	1	ENCFF026AMD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EUB/summary/ENCFF026AMD.w5	32	2	mean	CHIP:TBP:DBA/2 MEL cell line	TF ChIP-seq
353	509	509	1	ENCFF906BFI	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EUC/summary/ENCFF906BFI.w5	32	2	mean	CHIP:POLR2A:DBA/2 MEL cell line	TF ChIP-seq
354	510	510	1	ENCFF160HQN	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EUG/summary/ENCFF160HQN.w5	32	2	mean	CHIP:GATA1:DBA/2 MEL cell line	TF ChIP-seq
355	511	511	1	ENCFF661SPC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR002ZAG/summary/ENCFF661SPC.w5	32	2	mean	CHIP:CTCF:C57BL/6 intestine postnatal (0 days)	TF ChIP-seq
356	526	526	1	ENCFF507ODK	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR033OWC/summary/ENCFF507ODK.w5	32	2	mean	CHIP:ELF1:DBA/2 MEL cell line	TF ChIP-seq
357	531	531	1	ENCFF186QKQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR041SMK/summary/ENCFF186QKQ.w5	32	2	mean	CHIP:CTCF:C57BL/6 liver postnatal (0 days)	TF ChIP-seq
358	579	579	1	ENCFF685EPG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR104QEN/summary/ENCFF685EPG.w5	32	2	mean	CHIP:CTCF:C57BL/6 stomach postnatal (0 days)	TF ChIP-seq
359	599	599	1	ENCFF623PQH	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR135SWH/summary/ENCFF623PQH.w5	32	2	mean	CHIP:NRF1:DBA/2 MEL cell line	TF ChIP-seq
360	605	605	1	ENCFF083ZQN	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR143WOK/summary/ENCFF083ZQN.w5	32	2	mean	CHIP:CTCF:C57BL/6 kidney postnatal (0 days)	TF ChIP-seq
361	609	609	1	ENCFF251FHP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR150RGT/summary/ENCFF251FHP.w5	32	2	mean	CHIP:CTCF:C57BL/6 hindbrain postnatal (0 days)	TF ChIP-seq
362	628	628	1	ENCFF353ZBQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR194GNY/summary/ENCFF353ZBQ.w5	32	2	mean	CHIP:GATA4:C57BL/6xSv129 liver adult	TF ChIP-seq
363	691	691	1	ENCFF600CWP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR293WTN/summary/ENCFF600CWP.w5	32	2	mean	CHIP:ELF1:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
364	736	736	1	ENCFF894YTN	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR349JDH/summary/ENCFF894YTN.w5	32	2	mean	CHIP:TCF12:DBA/2 MEL cell line	TF ChIP-seq
365	746	746	1	ENCFF454YWR	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR362VNF/summary/ENCFF454YWR.w5	32	2	mean	CHIP:CTCF:129 E14TG2a.4	TF ChIP-seq
366	762	762	1	ENCFF619BQO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR392DGA/summary/ENCFF619BQO.w5	32	2	mean	CHIP:POU5F1:129 E14TG2a.4	TF ChIP-seq
367	763	763	1	ENCFF691ULU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR397RHW/summary/ENCFF691ULU.w5	32	2	mean	CHIP:CTCF:C57BL/6 liver embryo (14.5 days)	TF ChIP-seq
368	777	777	1	ENCFF739QBQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR418SBY/summary/ENCFF739QBQ.w5	32	2	mean	CHIP:CTCF:C57BL/6 lung postnatal (0 days)	TF ChIP-seq
369	828	828	1	ENCFF278NWO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR491NUM/summary/ENCFF278NWO.w5	32	2	mean	CHIP:CTCF:C57BL/6 heart postnatal (0 days)	TF ChIP-seq
370	850	850	1	ENCFF064FUW	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR531HWD/summary/ENCFF064FUW.w5	32	2	mean	CHIP:CHD2:129 ES-E14	TF ChIP-seq
371	897	897	1	ENCFF738IHC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR604XDL/summary/ENCFF738IHC.w5	32	2	mean	CHIP:MAFK:129 ES-E14	TF ChIP-seq
372	933	933	1	ENCFF500SSQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR677HXC/summary/ENCFF500SSQ.w5	32	2	mean	CHIP:CTCF:C57BL/6 forebrain postnatal (0 days)	TF ChIP-seq
373	934	934	1	ENCFF176KNA	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR677SIH/summary/ENCFF176KNA.w5	32	2	mean	CHIP:CTCF:C57BL/6 lung embryo (14.5 days)	TF ChIP-seq
374	948	948	1	ENCFF377WET	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR705HGT/summary/ENCFF377WET.w5	32	2	mean	CHIP:USF1:DBA/2 MEL cell line	TF ChIP-seq
375	966	966	1	ENCFF113RHY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR743ZJL/summary/ENCFF113RHY.w5	32	2	mean	CHIP:IRF4:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
376	992	992	1	ENCFF232UNC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR779CZG/summary/ENCFF232UNC.w5	32	2	mean	CHIP:NANOG:129 E14TG2a.4	TF ChIP-seq
377	1005	1005	1	ENCFF199YQB	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR806JZK/summary/ENCFF199YQB.w5	32	2	mean	CHIP:MEF2A:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
378	1049	1049	1	ENCFF177GZH	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR906QEK/summary/ENCFF177GZH.w5	32	2	mean	CHIP:TCF12:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
379	1097	1097	1	ENCFF193AYX	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR973SOG/summary/ENCFF193AYX.w5	32	2	mean	CHIP:USF1:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
380	1103	1103	1	ENCFF650BRL	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR980YXJ/summary/ENCFF650BRL.w5	32	2	mean	CHIP:NRF1:B10.H-2aH-4bp/Wts CH12.LX	TF ChIP-seq
381	1107	1107	1	ENCFF581XWU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR985ZTV/summary/ENCFF581XWU.w5	32	2	mean	CHIP:CTCF:C57BL/6 midbrain postnatal (0 days)	TF ChIP-seq
382	1112	1112	1	GSM1094254	/home/drk/tillage/datasets/mouse/chip/geo/GSM1094254/summary/coverage.w5	64	1	sum	CHIP:CEBPb:CEBPB_ChIP-seq / CEBPB_ChIP-seq / Primary dermal fibroblasts	TF ChIP-seq
383	1113	1113	1	GSM1094255	/home/drk/tillage/datasets/mouse/chip/geo/GSM1094255/summary/coverage.w5	64	1	sum	CHIP:CEBPb:CEBPB_Tg_ChIP-seq / CEBPB_Tg_ChIP-seq / Primary dermal fibroblasts	TF ChIP-seq
384	1114	1114	1	GSM1094256	/home/drk/tillage/datasets/mouse/chip/geo/GSM1094256/summary/coverage.w5	64	1	sum	CHIP:ATF4:ATF4_ChIP-seq / ATF4_ChIP-seq / Primary dermal fibroblasts	TF ChIP-seq
385	1115	1115	1	GSM1176709	/home/drk/tillage/datasets/mouse/chip/geo/GSM1176709/summary/coverage.w5	64	1	sum	CHIP:SREBP1:SREBP1 (ZT02) / SREBP1_ZT02, liver cells / .	TF ChIP-seq
386	1116	1116	1	GSM1176710	/home/drk/tillage/datasets/mouse/chip/geo/GSM1176710/summary/coverage.w5	64	1	sum	CHIP:SREBP1:SREBP1 (ZT06) / SREBP1_ZT06, liver cells / .	TF ChIP-seq
387	1117	1117	1	GSM1176711	/home/drk/tillage/datasets/mouse/chip/geo/GSM1176711/summary/coverage.w5	64	1	sum	CHIP:SREBP1:SREBP1 (ZT10) / SREBP1_ZT10, liver cells / .	TF ChIP-seq
388	1118	1118	1	GSM1176712	/home/drk/tillage/datasets/mouse/chip/geo/GSM1176712/summary/coverage.w5	64	1	sum	CHIP:SREBP1:SREBP1 (ZT14) / SREBP1_ZT14, liver cells / .	TF ChIP-seq
389	1119	1119	1	GSM1176713	/home/drk/tillage/datasets/mouse/chip/geo/GSM1176713/summary/coverage.w5	64	1	sum	CHIP:SREBP1:SREBP1 (ZT18) / SREBP1_ZT18, liver cells / .	TF ChIP-seq
390	1120	1120	1	GSM1176714	/home/drk/tillage/datasets/mouse/chip/geo/GSM1176714/summary/coverage.w5	64	1	sum	CHIP:SREBP1:SREBP1 (ZT22) / SREBP1_ZT22, liver cells / .	TF ChIP-seq
